Strain ID	PseudoCAP version	Full organism name	Species	Strain	Number of genes	Assembly level	Biosample accession	Host taxonomic name	Host common name	Host taxonomy ID	Host NCBI taxonomy record	Assembly name	Refseq assembly accession	Number of scaffolds	Scaffold N50	Contig count	Contig N50	Download URL root	Genomic DNA fasta - file name	ORF DNA fasta - file name	Intergenic DNA (fasta) - file name	Amonio acid sequences (fasta) - file name	Tab-delimited annotations - file name	CSV format annotations - file name	GBK format annotations - file name	EMBL format annotations - file name	GFF3 annotations - file name	GFF3 annotations + genomic DNA sequence - file name	GTF format annotations (genes) - file name	GTF format annotations (genes and intergenic) - file name
2374	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14463	Pseudomonas aeruginosa	AZPAE14463	6594	Contig	SAMN03105453	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14463	GCF_000796365.1			148	173805	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14463_2374	Pseudomonas_aeruginosa_AZPAE14463_2374.fna	Pseudomonas_aeruginosa_AZPAE14463_2374.ffn	Pseudomonas_aeruginosa_AZPAE14463_2374_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14463_2374.faa	Pseudomonas_aeruginosa_AZPAE14463_2374.txt	Pseudomonas_aeruginosa_AZPAE14463_2374.csv	Pseudomonas_aeruginosa_AZPAE14463_2374.gbk	Pseudomonas_aeruginosa_AZPAE14463_2374.embl	Pseudomonas_aeruginosa_AZPAE14463_2374.gff	Pseudomonas_aeruginosa_AZPAE14463_2374_seq.gff	Pseudomonas_aeruginosa_AZPAE14463_2374.gtf	Pseudomonas_aeruginosa_AZPAE14463_2374_genes_and_intergenic.gtf
2373	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14453	Pseudomonas aeruginosa	AZPAE14453	6578	Contig	SAMN03105452	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14453	GCF_000796345.1			97	211919	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14453_2373	Pseudomonas_aeruginosa_AZPAE14453_2373.fna	Pseudomonas_aeruginosa_AZPAE14453_2373.ffn	Pseudomonas_aeruginosa_AZPAE14453_2373_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14453_2373.faa	Pseudomonas_aeruginosa_AZPAE14453_2373.txt	Pseudomonas_aeruginosa_AZPAE14453_2373.csv	Pseudomonas_aeruginosa_AZPAE14453_2373.gbk	Pseudomonas_aeruginosa_AZPAE14453_2373.embl	Pseudomonas_aeruginosa_AZPAE14453_2373.gff	Pseudomonas_aeruginosa_AZPAE14453_2373_seq.gff	Pseudomonas_aeruginosa_AZPAE14453_2373.gtf	Pseudomonas_aeruginosa_AZPAE14453_2373_genes_and_intergenic.gtf
2372	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14443	Pseudomonas aeruginosa	AZPAE14443	5773	Contig	SAMN03105451	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14443	GCF_000796325.1			53	251102	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14443_2372	Pseudomonas_aeruginosa_AZPAE14443_2372.fna	Pseudomonas_aeruginosa_AZPAE14443_2372.ffn	Pseudomonas_aeruginosa_AZPAE14443_2372_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14443_2372.faa	Pseudomonas_aeruginosa_AZPAE14443_2372.txt	Pseudomonas_aeruginosa_AZPAE14443_2372.csv	Pseudomonas_aeruginosa_AZPAE14443_2372.gbk	Pseudomonas_aeruginosa_AZPAE14443_2372.embl	Pseudomonas_aeruginosa_AZPAE14443_2372.gff	Pseudomonas_aeruginosa_AZPAE14443_2372_seq.gff	Pseudomonas_aeruginosa_AZPAE14443_2372.gtf	Pseudomonas_aeruginosa_AZPAE14443_2372_genes_and_intergenic.gtf
2370	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14441	Pseudomonas aeruginosa	AZPAE14441	6400	Contig	SAMN03105449	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14441	GCF_000796285.1			123	209026	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14441_2370	Pseudomonas_aeruginosa_AZPAE14441_2370.fna	Pseudomonas_aeruginosa_AZPAE14441_2370.ffn	Pseudomonas_aeruginosa_AZPAE14441_2370_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14441_2370.faa	Pseudomonas_aeruginosa_AZPAE14441_2370.txt	Pseudomonas_aeruginosa_AZPAE14441_2370.csv	Pseudomonas_aeruginosa_AZPAE14441_2370.gbk	Pseudomonas_aeruginosa_AZPAE14441_2370.embl	Pseudomonas_aeruginosa_AZPAE14441_2370.gff	Pseudomonas_aeruginosa_AZPAE14441_2370_seq.gff	Pseudomonas_aeruginosa_AZPAE14441_2370.gtf	Pseudomonas_aeruginosa_AZPAE14441_2370_genes_and_intergenic.gtf
2371	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14442	Pseudomonas aeruginosa	AZPAE14442	6550	Contig	SAMN03105450	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14442	GCF_000796295.1			142	175944	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14442_2371	Pseudomonas_aeruginosa_AZPAE14442_2371.fna	Pseudomonas_aeruginosa_AZPAE14442_2371.ffn	Pseudomonas_aeruginosa_AZPAE14442_2371_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14442_2371.faa	Pseudomonas_aeruginosa_AZPAE14442_2371.txt	Pseudomonas_aeruginosa_AZPAE14442_2371.csv	Pseudomonas_aeruginosa_AZPAE14442_2371.gbk	Pseudomonas_aeruginosa_AZPAE14442_2371.embl	Pseudomonas_aeruginosa_AZPAE14442_2371.gff	Pseudomonas_aeruginosa_AZPAE14442_2371_seq.gff	Pseudomonas_aeruginosa_AZPAE14442_2371.gtf	Pseudomonas_aeruginosa_AZPAE14442_2371_genes_and_intergenic.gtf
2369	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14437	Pseudomonas aeruginosa	AZPAE14437	6283	Contig	SAMN03105448	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14437	GCF_000796255.1			115	125546	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14437_2369	Pseudomonas_aeruginosa_AZPAE14437_2369.fna	Pseudomonas_aeruginosa_AZPAE14437_2369.ffn	Pseudomonas_aeruginosa_AZPAE14437_2369_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14437_2369.faa	Pseudomonas_aeruginosa_AZPAE14437_2369.txt	Pseudomonas_aeruginosa_AZPAE14437_2369.csv	Pseudomonas_aeruginosa_AZPAE14437_2369.gbk	Pseudomonas_aeruginosa_AZPAE14437_2369.embl	Pseudomonas_aeruginosa_AZPAE14437_2369.gff	Pseudomonas_aeruginosa_AZPAE14437_2369_seq.gff	Pseudomonas_aeruginosa_AZPAE14437_2369.gtf	Pseudomonas_aeruginosa_AZPAE14437_2369_genes_and_intergenic.gtf
2368	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14721	Pseudomonas aeruginosa	AZPAE14721	6409	Contig	SAMN03105498	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14721	GCF_000796245.1			183	154353	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14721_2368	Pseudomonas_aeruginosa_AZPAE14721_2368.fna	Pseudomonas_aeruginosa_AZPAE14721_2368.ffn	Pseudomonas_aeruginosa_AZPAE14721_2368_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14721_2368.faa	Pseudomonas_aeruginosa_AZPAE14721_2368.txt	Pseudomonas_aeruginosa_AZPAE14721_2368.csv	Pseudomonas_aeruginosa_AZPAE14721_2368.gbk	Pseudomonas_aeruginosa_AZPAE14721_2368.embl	Pseudomonas_aeruginosa_AZPAE14721_2368.gff	Pseudomonas_aeruginosa_AZPAE14721_2368_seq.gff	Pseudomonas_aeruginosa_AZPAE14721_2368.gtf	Pseudomonas_aeruginosa_AZPAE14721_2368_genes_and_intergenic.gtf
2367	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14422	Pseudomonas aeruginosa	AZPAE14422	6233	Contig	SAMN03105447	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14422	GCF_000796225.1			101	195586	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14422_2367	Pseudomonas_aeruginosa_AZPAE14422_2367.fna	Pseudomonas_aeruginosa_AZPAE14422_2367.ffn	Pseudomonas_aeruginosa_AZPAE14422_2367_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14422_2367.faa	Pseudomonas_aeruginosa_AZPAE14422_2367.txt	Pseudomonas_aeruginosa_AZPAE14422_2367.csv	Pseudomonas_aeruginosa_AZPAE14422_2367.gbk	Pseudomonas_aeruginosa_AZPAE14422_2367.embl	Pseudomonas_aeruginosa_AZPAE14422_2367.gff	Pseudomonas_aeruginosa_AZPAE14422_2367_seq.gff	Pseudomonas_aeruginosa_AZPAE14422_2367.gtf	Pseudomonas_aeruginosa_AZPAE14422_2367_genes_and_intergenic.gtf
2366	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14415	Pseudomonas aeruginosa	AZPAE14415	6540	Contig	SAMN03105446	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14415	GCF_000796205.1			102	211917	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14415_2366	Pseudomonas_aeruginosa_AZPAE14415_2366.fna	Pseudomonas_aeruginosa_AZPAE14415_2366.ffn	Pseudomonas_aeruginosa_AZPAE14415_2366_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14415_2366.faa	Pseudomonas_aeruginosa_AZPAE14415_2366.txt	Pseudomonas_aeruginosa_AZPAE14415_2366.csv	Pseudomonas_aeruginosa_AZPAE14415_2366.gbk	Pseudomonas_aeruginosa_AZPAE14415_2366.embl	Pseudomonas_aeruginosa_AZPAE14415_2366.gff	Pseudomonas_aeruginosa_AZPAE14415_2366_seq.gff	Pseudomonas_aeruginosa_AZPAE14415_2366.gtf	Pseudomonas_aeruginosa_AZPAE14415_2366_genes_and_intergenic.gtf
2364	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14404	Pseudomonas aeruginosa	AZPAE14404	6174	Contig	SAMN03105444	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14404	GCF_000796145.1			49	369530	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14404_2364	Pseudomonas_aeruginosa_AZPAE14404_2364.fna	Pseudomonas_aeruginosa_AZPAE14404_2364.ffn	Pseudomonas_aeruginosa_AZPAE14404_2364_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14404_2364.faa	Pseudomonas_aeruginosa_AZPAE14404_2364.txt	Pseudomonas_aeruginosa_AZPAE14404_2364.csv	Pseudomonas_aeruginosa_AZPAE14404_2364.gbk	Pseudomonas_aeruginosa_AZPAE14404_2364.embl	Pseudomonas_aeruginosa_AZPAE14404_2364.gff	Pseudomonas_aeruginosa_AZPAE14404_2364_seq.gff	Pseudomonas_aeruginosa_AZPAE14404_2364.gtf	Pseudomonas_aeruginosa_AZPAE14404_2364_genes_and_intergenic.gtf
2365	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14410	Pseudomonas aeruginosa	AZPAE14410	5836	Contig	SAMN03105445	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14410	GCF_000796175.1			70	305419	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14410_2365	Pseudomonas_aeruginosa_AZPAE14410_2365.fna	Pseudomonas_aeruginosa_AZPAE14410_2365.ffn	Pseudomonas_aeruginosa_AZPAE14410_2365_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14410_2365.faa	Pseudomonas_aeruginosa_AZPAE14410_2365.txt	Pseudomonas_aeruginosa_AZPAE14410_2365.csv	Pseudomonas_aeruginosa_AZPAE14410_2365.gbk	Pseudomonas_aeruginosa_AZPAE14410_2365.embl	Pseudomonas_aeruginosa_AZPAE14410_2365.gff	Pseudomonas_aeruginosa_AZPAE14410_2365_seq.gff	Pseudomonas_aeruginosa_AZPAE14410_2365.gtf	Pseudomonas_aeruginosa_AZPAE14410_2365_genes_and_intergenic.gtf
2363	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14403	Pseudomonas aeruginosa	AZPAE14403	6494	Contig	SAMN03105443	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14403	GCF_000796125.1			98	250723	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14403_2363	Pseudomonas_aeruginosa_AZPAE14403_2363.fna	Pseudomonas_aeruginosa_AZPAE14403_2363.ffn	Pseudomonas_aeruginosa_AZPAE14403_2363_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14403_2363.faa	Pseudomonas_aeruginosa_AZPAE14403_2363.txt	Pseudomonas_aeruginosa_AZPAE14403_2363.csv	Pseudomonas_aeruginosa_AZPAE14403_2363.gbk	Pseudomonas_aeruginosa_AZPAE14403_2363.embl	Pseudomonas_aeruginosa_AZPAE14403_2363.gff	Pseudomonas_aeruginosa_AZPAE14403_2363_seq.gff	Pseudomonas_aeruginosa_AZPAE14403_2363.gtf	Pseudomonas_aeruginosa_AZPAE14403_2363_genes_and_intergenic.gtf
2362	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14402	Pseudomonas aeruginosa	AZPAE14402	5989	Contig	SAMN03105442	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14402	GCF_000796085.1			76	244006	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14402_2362	Pseudomonas_aeruginosa_AZPAE14402_2362.fna	Pseudomonas_aeruginosa_AZPAE14402_2362.ffn	Pseudomonas_aeruginosa_AZPAE14402_2362_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14402_2362.faa	Pseudomonas_aeruginosa_AZPAE14402_2362.txt	Pseudomonas_aeruginosa_AZPAE14402_2362.csv	Pseudomonas_aeruginosa_AZPAE14402_2362.gbk	Pseudomonas_aeruginosa_AZPAE14402_2362.embl	Pseudomonas_aeruginosa_AZPAE14402_2362.gff	Pseudomonas_aeruginosa_AZPAE14402_2362_seq.gff	Pseudomonas_aeruginosa_AZPAE14402_2362.gtf	Pseudomonas_aeruginosa_AZPAE14402_2362_genes_and_intergenic.gtf
2361	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14395	Pseudomonas aeruginosa	AZPAE14395	5863	Contig	SAMN03105440	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14395	GCF_000796065.1			86	347976	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14395_2361	Pseudomonas_aeruginosa_AZPAE14395_2361.fna	Pseudomonas_aeruginosa_AZPAE14395_2361.ffn	Pseudomonas_aeruginosa_AZPAE14395_2361_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14395_2361.faa	Pseudomonas_aeruginosa_AZPAE14395_2361.txt	Pseudomonas_aeruginosa_AZPAE14395_2361.csv	Pseudomonas_aeruginosa_AZPAE14395_2361.gbk	Pseudomonas_aeruginosa_AZPAE14395_2361.embl	Pseudomonas_aeruginosa_AZPAE14395_2361.gff	Pseudomonas_aeruginosa_AZPAE14395_2361_seq.gff	Pseudomonas_aeruginosa_AZPAE14395_2361.gtf	Pseudomonas_aeruginosa_AZPAE14395_2361_genes_and_intergenic.gtf
2360	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14394	Pseudomonas aeruginosa	AZPAE14394	6604	Contig	SAMN03105439	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14394	GCF_000796045.1			158	218935	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14394_2360	Pseudomonas_aeruginosa_AZPAE14394_2360.fna	Pseudomonas_aeruginosa_AZPAE14394_2360.ffn	Pseudomonas_aeruginosa_AZPAE14394_2360_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14394_2360.faa	Pseudomonas_aeruginosa_AZPAE14394_2360.txt	Pseudomonas_aeruginosa_AZPAE14394_2360.csv	Pseudomonas_aeruginosa_AZPAE14394_2360.gbk	Pseudomonas_aeruginosa_AZPAE14394_2360.embl	Pseudomonas_aeruginosa_AZPAE14394_2360.gff	Pseudomonas_aeruginosa_AZPAE14394_2360_seq.gff	Pseudomonas_aeruginosa_AZPAE14394_2360.gtf	Pseudomonas_aeruginosa_AZPAE14394_2360_genes_and_intergenic.gtf
2358	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14390	Pseudomonas aeruginosa	AZPAE14390	6448	Contig	SAMN03105437	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14390	GCF_000795985.1			115	234995	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14390_2358	Pseudomonas_aeruginosa_AZPAE14390_2358.fna	Pseudomonas_aeruginosa_AZPAE14390_2358.ffn	Pseudomonas_aeruginosa_AZPAE14390_2358_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14390_2358.faa	Pseudomonas_aeruginosa_AZPAE14390_2358.txt	Pseudomonas_aeruginosa_AZPAE14390_2358.csv	Pseudomonas_aeruginosa_AZPAE14390_2358.gbk	Pseudomonas_aeruginosa_AZPAE14390_2358.embl	Pseudomonas_aeruginosa_AZPAE14390_2358.gff	Pseudomonas_aeruginosa_AZPAE14390_2358_seq.gff	Pseudomonas_aeruginosa_AZPAE14390_2358.gtf	Pseudomonas_aeruginosa_AZPAE14390_2358_genes_and_intergenic.gtf
2359	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14393	Pseudomonas aeruginosa	AZPAE14393	6336	Contig	SAMN03105438	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14393	GCF_000796005.1			120	192063	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14393_2359	Pseudomonas_aeruginosa_AZPAE14393_2359.fna	Pseudomonas_aeruginosa_AZPAE14393_2359.ffn	Pseudomonas_aeruginosa_AZPAE14393_2359_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14393_2359.faa	Pseudomonas_aeruginosa_AZPAE14393_2359.txt	Pseudomonas_aeruginosa_AZPAE14393_2359.csv	Pseudomonas_aeruginosa_AZPAE14393_2359.gbk	Pseudomonas_aeruginosa_AZPAE14393_2359.embl	Pseudomonas_aeruginosa_AZPAE14393_2359.gff	Pseudomonas_aeruginosa_AZPAE14393_2359_seq.gff	Pseudomonas_aeruginosa_AZPAE14393_2359.gtf	Pseudomonas_aeruginosa_AZPAE14393_2359_genes_and_intergenic.gtf
2357	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14720	Pseudomonas aeruginosa	AZPAE14720	6412	Contig	SAMN03105497	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14720	GCF_000795955.1			254	82805	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14720_2357	Pseudomonas_aeruginosa_AZPAE14720_2357.fna	Pseudomonas_aeruginosa_AZPAE14720_2357.ffn	Pseudomonas_aeruginosa_AZPAE14720_2357_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14720_2357.faa	Pseudomonas_aeruginosa_AZPAE14720_2357.txt	Pseudomonas_aeruginosa_AZPAE14720_2357.csv	Pseudomonas_aeruginosa_AZPAE14720_2357.gbk	Pseudomonas_aeruginosa_AZPAE14720_2357.embl	Pseudomonas_aeruginosa_AZPAE14720_2357.gff	Pseudomonas_aeruginosa_AZPAE14720_2357_seq.gff	Pseudomonas_aeruginosa_AZPAE14720_2357.gtf	Pseudomonas_aeruginosa_AZPAE14720_2357_genes_and_intergenic.gtf
2356	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14381	Pseudomonas aeruginosa	AZPAE14381	6293	Contig	SAMN03105436	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14381	GCF_000795945.1			125	173783	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14381_2356	Pseudomonas_aeruginosa_AZPAE14381_2356.fna	Pseudomonas_aeruginosa_AZPAE14381_2356.ffn	Pseudomonas_aeruginosa_AZPAE14381_2356_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14381_2356.faa	Pseudomonas_aeruginosa_AZPAE14381_2356.txt	Pseudomonas_aeruginosa_AZPAE14381_2356.csv	Pseudomonas_aeruginosa_AZPAE14381_2356.gbk	Pseudomonas_aeruginosa_AZPAE14381_2356.embl	Pseudomonas_aeruginosa_AZPAE14381_2356.gff	Pseudomonas_aeruginosa_AZPAE14381_2356_seq.gff	Pseudomonas_aeruginosa_AZPAE14381_2356.gtf	Pseudomonas_aeruginosa_AZPAE14381_2356_genes_and_intergenic.gtf
2355	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14373	Pseudomonas aeruginosa	AZPAE14373	5812	Contig	SAMN03105434	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14373	GCF_000795875.1			65	270856	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14373_2355	Pseudomonas_aeruginosa_AZPAE14373_2355.fna	Pseudomonas_aeruginosa_AZPAE14373_2355.ffn	Pseudomonas_aeruginosa_AZPAE14373_2355_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14373_2355.faa	Pseudomonas_aeruginosa_AZPAE14373_2355.txt	Pseudomonas_aeruginosa_AZPAE14373_2355.csv	Pseudomonas_aeruginosa_AZPAE14373_2355.gbk	Pseudomonas_aeruginosa_AZPAE14373_2355.embl	Pseudomonas_aeruginosa_AZPAE14373_2355.gff	Pseudomonas_aeruginosa_AZPAE14373_2355_seq.gff	Pseudomonas_aeruginosa_AZPAE14373_2355.gtf	Pseudomonas_aeruginosa_AZPAE14373_2355_genes_and_intergenic.gtf
2354	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14724	Pseudomonas aeruginosa	AZPAE14724	6661	Contig	SAMN03105501	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14724	GCF_000795865.1			185	100659	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14724_2354	Pseudomonas_aeruginosa_AZPAE14724_2354.fna	Pseudomonas_aeruginosa_AZPAE14724_2354.ffn	Pseudomonas_aeruginosa_AZPAE14724_2354_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14724_2354.faa	Pseudomonas_aeruginosa_AZPAE14724_2354.txt	Pseudomonas_aeruginosa_AZPAE14724_2354.csv	Pseudomonas_aeruginosa_AZPAE14724_2354.gbk	Pseudomonas_aeruginosa_AZPAE14724_2354.embl	Pseudomonas_aeruginosa_AZPAE14724_2354.gff	Pseudomonas_aeruginosa_AZPAE14724_2354_seq.gff	Pseudomonas_aeruginosa_AZPAE14724_2354.gtf	Pseudomonas_aeruginosa_AZPAE14724_2354_genes_and_intergenic.gtf
2352	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14705	Pseudomonas aeruginosa	AZPAE14705	6522	Contig	SAMN03105483	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14705	GCF_000795805.1			274	89166	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14705_2352	Pseudomonas_aeruginosa_AZPAE14705_2352.fna	Pseudomonas_aeruginosa_AZPAE14705_2352.ffn	Pseudomonas_aeruginosa_AZPAE14705_2352_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14705_2352.faa	Pseudomonas_aeruginosa_AZPAE14705_2352.txt	Pseudomonas_aeruginosa_AZPAE14705_2352.csv	Pseudomonas_aeruginosa_AZPAE14705_2352.gbk	Pseudomonas_aeruginosa_AZPAE14705_2352.embl	Pseudomonas_aeruginosa_AZPAE14705_2352.gff	Pseudomonas_aeruginosa_AZPAE14705_2352_seq.gff	Pseudomonas_aeruginosa_AZPAE14705_2352.gtf	Pseudomonas_aeruginosa_AZPAE14705_2352_genes_and_intergenic.gtf
2353	pgd_r_15_2	Pseudomonas aeruginosa AZPAE14708	Pseudomonas aeruginosa	AZPAE14708	6355	Contig	SAMN03105486	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	AZPAE14708	GCF_000795815.1			221	108737	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_AZPAE14708_2353	Pseudomonas_aeruginosa_AZPAE14708_2353.fna	Pseudomonas_aeruginosa_AZPAE14708_2353.ffn	Pseudomonas_aeruginosa_AZPAE14708_2353_intergenic.fasta	Pseudomonas_aeruginosa_AZPAE14708_2353.faa	Pseudomonas_aeruginosa_AZPAE14708_2353.txt	Pseudomonas_aeruginosa_AZPAE14708_2353.csv	Pseudomonas_aeruginosa_AZPAE14708_2353.gbk	Pseudomonas_aeruginosa_AZPAE14708_2353.embl	Pseudomonas_aeruginosa_AZPAE14708_2353.gff	Pseudomonas_aeruginosa_AZPAE14708_2353_seq.gff	Pseudomonas_aeruginosa_AZPAE14708_2353.gtf	Pseudomonas_aeruginosa_AZPAE14708_2353_genes_and_intergenic.gtf
